Authors,Article.Title,Publication Year,Species,n traditional  = ,n edna = ,Prob.Trad,Pos.Trad,Prob.eDNA,Pos.eDNA,eDNA_samples,eDNA_pos,eDNA.Detection.Percentage.Fine ,Trad_samples,Trad_pos,Trad.Detection.Percentage.Fine,excluded,Notes,logRR,Calc.Vari.eDNA.Site,Calc.Vari.Trad.Site,Calc.Vari.eDNA.TotalSamp,Calc.Vari.Trad.TotalSamp,Genetic Markers ,Collection Methods eDNA,Collection Methods Trad,Methods,Traditional Cost,eDNA  Cost,Organism Type
Wikston_ M; Breton_ BAA; Vilaça_ ST; Bennett_ AM; Kyle_ CJ; Beresford_ DV; Lesbarreres_ D; Wilson_ CC; Green_ DM; Fortin_ MJ; Murray_ DL,Comparative efficacy of eDNA and conventional methods for monitoring wetland anuran communities,1-Jul-23,P. maculata,30,30,0.033333333,1,0.066666667,2,240,2,0.008333333,96,1,0.010416667,0,not looking at any late summer data,0.301029996,0.062222222,0.032222222,,,COI,Water Fiilter,Breeding Call,Active,NA,NA,Amphibian 
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. opilio,10,10,0.5,5,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pitfall,#NUM!,0,0.24,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. opilio,10,10,0.7,7,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pitfall,#NUM!,0,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. opilio,10,10,0.5,5,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 sticky,#NUM!,0,0.24,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. opilio,10,10,0.8,8,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 sticky,#NUM!,0,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. opilio,10,10,0.2,2,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pan,#NUM!,0,0.24,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. opilio,10,10,0.6,6,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pan,#NUM!,0,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. opilio,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 intercept,#NUM!,0,0.24,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. opilio,10,10,0.2,2,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 intercept,#NUM!,0,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. scaber,10,10,0.2,2,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pan,#NUM!,0,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. scaber,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pan,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. scaber,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 intercept,#NUM!,0,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. scaber,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 intercept,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. scaber,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pitfall,#NUM!,0,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. scaber,10,10,0.2,2,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pitfall,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. scaber,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 sticky,#NUM!,0,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. scaber,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 sticky,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Castaneda_ RA; Van Nynatten_ A; Crookes_ S; Ellender_ BR; Heath_ DD; MacIsaac_ HJ; Mandrak_ NE; Weyl_ OLF,Detecting Native Freshwater Fishes Using Novel Non-invasive Methods,1-Mar-20,P. swartzi,22,22,0.727272727,16,0.636363636,14,62,28,0.451612903,22,16,0.727272727,0,1 camera on for 3 min,-0.057991947,0.231404959,0.198347107,,,Cytochrome b,Water Fiilter,Camera,Passive,NA,NA,Fish
Castaneda_ RA; Van Nynatten_ A; Crookes_ S; Ellender_ BR; Heath_ DD; MacIsaac_ HJ; Mandrak_ NE; Weyl_ OLF,Detecting Native Freshwater Fishes Using Novel Non-invasive Methods,1-Mar-20,P. swartzi,22,22,0.727272727,16,0.636363636,14,62,28,0.451612903,22,16,0.727272727,0,,-0.057991947,0.231404959,0.198347107,,,Cytochrome b,Water Fiilter,Visual ,Active,NA,NA,Fish
Kamoroff_ C; Meyer_ E; Goldberg_ CS; Parker_ S; Smith_ MM; Reece_ JS,Investigating Aquatic Species Distributions for Sequoia and Kings Canyon National Parks: A Comparison of Visual and Environmental DNA Surveys in Streams,1-Oct-23,R. boylii,6,6,0,0,0,0,34,0,0,36,0,0,0,6 sites-  eDNA samples across all sites (from data given by authors).18 snorkel observations at each site- double pass therefore 36,#DIV/0!,0,0,,,ND2,Water filter ,Visual,Active,NA,NA,Amphibian
Robinson_ AT; Paroz_ YM; Clement_ MJ; Franklin_ TW; Dysthe_ JC; Young_ MK; McKelvey_ KS; Carim_ KJ,Environmental DNA Sampling of Small-Bodied Minnows: Performance Relative to Location_ Species_ and Traditional Sampling,1-Oct-19,R. cobitis,15,15,0.733333333,11,0.8,12,15,12,0.8,30,NA,#VALUE!,1,2 netters for electrosihing in one pass_ 1 edna sample from each location,0.037788561,0.16,0.195555556,,,Cytochrome b,Water filter ,Electrofishing/ seine,Active,NA,NA,Fish
Robinson_ AT; Paroz_ YM; Clement_ MJ; Franklin_ TW; Dysthe_ JC; Young_ MK; McKelvey_ KS; Carim_ KJ,Environmental DNA Sampling of Small-Bodied Minnows: Performance Relative to Location_ Species_ and Traditional Sampling,1-Oct-19,R. cobitis,18,18,0.611111111,11,0.777777778,14,18,14,0.777777778,18,11,0.611111111,0,1 pass,0.104735351,0.172839506,0.237654321,,,Cytochrome b,Water filter ,Seining,Active,NA,NA,Fish
Jacobsen_ MW; Nygaard_ R; Hansen_ BK; Broberg_ M; Hansen_ MM; Hedeholm_ R; Nielsen_ EE,Observing the Arctic: A comparison of environmental DNA (eDNA) and electrofishing for monitoring Arctic char and Atlantic salmon,1-Jul-23,S. alpinus ,9,9,0.888888889,8,1,9,24,24,1,9,8,0.888888889,0,,0.051152522,0,0.098765432,,,COI,Water filter ,Electrofishing ,Active,NA,NA,Fish
Castaneda_ RA; Van Nynatten_ A; Crookes_ S; Ellender_ BR; Heath_ DD; MacIsaac_ HJ; Mandrak_ NE; Weyl_ OLF,Detecting Native Freshwater Fishes Using Novel Non-invasive Methods,1-Mar-20,S. capensis,22,22,0.454545455,10,0.454545455,10,62,21,0.338709677,22,10,0.454545455,0,1 camera on for 3 min,0,0.247933884,0.247933884,,,Cytochrome b,Water Fiilter,Camera,Passive,NA,NA,Fish
Castaneda_ RA; Van Nynatten_ A; Crookes_ S; Ellender_ BR; Heath_ DD; MacIsaac_ HJ; Mandrak_ NE; Weyl_ OLF,Detecting Native Freshwater Fishes Using Novel Non-invasive Methods,1-Mar-20,S. capensis,22,22,0.454545455,10,0.454545455,10,62,21,0.338709677,22,10,0.454545455,0,,0,0.247933884,0.247933884,,,Cytochrome b,Water Fiilter,Visual,Active,NA,NA,Fish
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pitfall,#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0.2,2,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pitfall,#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 sticky,#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 sticky,#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Jacobsen_ MW; Nygaard_ R; Hansen_ BK; Broberg_ M; Hansen_ MM; Hedeholm_ R; Nielsen_ EE,Observing the Arctic: A comparison of environmental DNA (eDNA) and electrofishing for monitoring Arctic char and Atlantic salmon,1-Jul-23,S. sarlar,9,9,0.222222222,2,0.444444444,4,24,7,0.291666667,9,2,0.222222222,0,,0.301029996,0.24691358,0.172839506,,,COI,Water filter ,Electrofishing ,Active,NA,NA,Fish
Kamoroff_ C; Meyer_ E; Goldberg_ CS; Parker_ S; Smith_ MM; Reece_ JS,Investigating Aquatic Species Distributions for Sequoia and Kings Canyon National Parks: A Comparison of Visual and Environmental DNA Surveys in Streams,1-Oct-23,S. trutta,6,6,0.166666667,1,0.666666667,4,34,11,0.323529412,36,2,0.055555556,0,6 sites-  eDNA samples across all sites (from data given by authors).18 snorkel observations at each site- double pass therefore 36,0.602059991,0.222222222,0.138888889,,,Cytochrome b,Water filter ,Visual,Active,NA,NA,Fish
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Sericoderus sp,10,10,1,10,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pan,#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Sericoderus sp,10,10,0.9,9,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pan,#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Sericoderus sp,10,10,1,10,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 intercept,#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Sericoderus sp,10,10,1,10,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 intercept,#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Sericoderus sp,10,10,0.9,9,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pitfall,#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Sericoderus sp,10,10,0.2,2,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pitfall,#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Sericoderus sp,10,10,0.9,9,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 sticky,#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Sericoderus sp,10,10,0.9,9,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 sticky,#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; S93:134impson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. brevifacies,10,10,0,0,0.1,1,10,1,0.1,50,NA,,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pan,-0.301029996,0.09,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; S93:134impson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. brevifacies,10,10,0.1,1,0.1,1,10,1,0.1,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 intercept,-0.301029996,0.09,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; S93:134impson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. brevifacies,10,10,0,0,0.1,1,10,1,0.1,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pitfall,-0.301029996,0.09,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; S93:134impson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. brevifacies,10,10,0.1,1,0.1,1,10,1,0.1,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 sticky,-0.301029996,0.09,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. brevifacies,10,10,0.4,4,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pan,#NUM!,0,0.21,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. brevifacies,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 intercept,#NUM!,0,0.21,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. brevifacies,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pitfall,#NUM!,0,0.21,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. brevifacies,10,10,0.7,7,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 sticky,#NUM!,0,0.21,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Biggs_ J; Ewald_ N; Valentini_ A; Gaboriaud_ C; Dejean_ T; Griffiths_ RA; Foster_ J; Wilkinson_ JW; Arnell_ A; Brotherton_ P; Williams_ P; Dunn_ F,Using eDNA to develop a national citizen science-based monitoring programme for the great crested newt (Triturus cristatus),1-Mar-15,T. cristatus,140,140,0.75,105,0.992857143,139,140,139,0.992857143,140,105,0.75,0,1 pass for torch counting_ 1 eDNA sample ,0.121825501,0.007091837,0.1875,,,Cytochrome b,Water Filter,torch counting ,Active,€1450/site,€140/site,Amphibian
Biggs_ J; Ewald_ N; Valentini_ A; Gaboriaud_ C; Dejean_ T; Griffiths_ RA; Foster_ J; Wilkinson_ JW; Arnell_ A; Brotherton_ P; Williams_ P; Dunn_ F,Using eDNA to develop a national citizen science-based monitoring programme for the great crested newt (Triturus cristatus),1-Mar-15,T. cristatus,140,140,0.757142857,106,0.992857143,139,140,139,0.992857143,email sent ,email sent ,#VALUE!,1,multiple traps at each pond ,0.117708935,0.007091837,0.183877551,,,Cytochrome b,Water Filter,bottlie trapping ,Passive,€1450/site,€140/site,Amphibian
Biggs_ J; Ewald_ N; Valentini_ A; Gaboriaud_ C; Dejean_ T; Griffiths_ RA; Foster_ J; Wilkinson_ JW; Arnell_ A; Brotherton_ P; Williams_ P; Dunn_ F,Using eDNA to develop a national citizen science-based monitoring programme for the great crested newt (Triturus cristatus),1-Mar-15,T. cristatus,140,140,0.442857143,62,0.992857143,139,140,139,0.992857143,140,62,0.442857143,0,eggs were observed as they were working,0.350623111,0.007091837,0.246734694,,,Cytochrome b,Water Filter,egg counting ,Active,€1450/site,€140/site,Amphibian
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. orthodoxus,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pitfall,#NUM!,0,0.09,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. orthodoxus,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pitfall,#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. orthodoxus,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 sticky,#NUM!,0,0.09,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. orthodoxus,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 sticky,#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. orthodoxus,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pan,#NUM!,0,0.09,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,T. orthodoxus,10,10,0.4,4,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pan,#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
